GEOID,NAME,variable,value,gender,age_band,race
29,Missouri,P012A034,96660,Female,16-34,White
30,Montana,P012A034,16558,Female,16-34,White
31,Nebraska,P012A034,31132,Female,16-34,White
32,Nevada,P012A034,31733,Female,16-34,White
33,New Hampshire,P012A034,21439,Female,16-34,White
34,New Jersey,P012A034,98987,Female,16-34,White
35,New Mexico,P012A034,25504,Female,16-34,White
36,New York,P012A034,253379,Female,16-34,White
37,North Carolina,P012A034,120712,Female,16-34,White
38,North Dakota,P012A034,13842,Female,16-34,White
39,Ohio,P012A034,174625,Female,16-34,White
40,Oklahoma,P012A034,52871,Female,16-34,White
41,Oregon,P012A034,59564,Female,16-34,White
42,Pennsylvania,P012A034,190200,Female,16-34,White
44,Rhode Island,P012A034,16402,Female,16-34,White
45,South Carolina,P012A034,57106,Female,16-34,White
46,South Dakota,P012A034,13566,Female,16-34,White
47,Tennessee,P012A034,91814,Female,16-34,White
48,Texas,P012A034,354385,Female,16-34,White
49,Utah,P012A034,56426,Female,16-34,White
50,Vermont,P012A034,10786,Female,16-34,White
51,Virginia,P012A034,106954,Female,16-34,White
53,Washington,P012A034,97871,Female,16-34,White
54,West Virginia,P012A034,30288,Female,16-34,White
55,Wisconsin,P012A034,91466,Female,16-34,White
56,Wyoming,P012A034,9968,Female,16-34,White
72,Puerto Rico,P012A034,56119,Female,16-34,White
01,Alabama,P012A035,98521,Female,16-34,White
02,Alaska,P012A035,17091,Female,16-34,White
04,Arizona,P012A035,145953,Female,16-34,White
05,Arkansas,P012A035,69480,Female,16-34,White
06,California,P012A035,702494,Female,16-34,White
08,Colorado,P012A035,142581,Female,16-34,White
09,Connecticut,P012A035,73054,Female,16-34,White
10,Delaware,P012A035,18247,Female,16-34,White
11,District of Columbia,P012A035,20832,Female,16-34,White
12,Florida,P012A035,398539,Female,16-34,White
13,Georgia,P012A035,184053,Female,16-34,White
15,Hawaii,P012A035,12551,Female,16-34,White
16,Idaho,P012A035,45545,Female,16-34,White
17,Illinois,P012A035,308859,Female,16-34,White
18,Indiana,P012A035,169273,Female,16-34,White
19,Iowa,P012A035,85956,Female,16-34,White
20,Kansas,P012A035,78806,Female,16-34,White
21,Kentucky,P012A035,121868,Female,16-34,White
22,Louisiana,P012A035,97631,Female,16-34,White
23,Maine,P012A035,34307,Female,16-34,White
24,Maryland,P012A035,104765,Female,16-34,White
25,Massachusetts,P012A035,165304,Female,16-34,White
26,Michigan,P012A035,222588,Female,16-34,White
27,Minnesota,P012A035,149327,Female,16-34,White
28,Mississippi,P012A035,53293,Female,16-34,White
29,Missouri,P012A035,161826,Female,16-34,White
30,Montana,P012A035,27163,Female,16-34,White
31,Nebraska,P012A035,52618,Female,16-34,White
32,Nevada,P012A035,59218,Female,16-34,White
33,New Hampshire,P012A035,33151,Female,16-34,White
34,New Jersey,P012A035,165372,Female,16-34,White
35,New Mexico,P012A035,43401,Female,16-34,White
36,New York,P012A035,420621,Female,16-34,White
37,North Carolina,P012A035,201548,Female,16-34,White
38,North Dakota,P012A035,20340,Female,16-34,White
39,Ohio,P012A035,287322,Female,16-34,White
40,Oklahoma,P012A035,89388,Female,16-34,White
41,Oregon,P012A035,106335,Female,16-34,White
42,Pennsylvania,P012A035,301240,Female,16-34,White
44,Rhode Island,P012A035,24478,Female,16-34,White
45,South Carolina,P012A035,94330,Female,16-34,White
46,South Dakota,P012A035,22198,Female,16-34,White
47,Tennessee,P012A035,154195,Female,16-34,White
48,Texas,P012A035,612809,Female,16-34,White
49,Utah,P012A035,95053,Female,16-34,White
50,Vermont,P012A035,16632,Female,16-34,White
51,Virginia,P012A035,179925,Female,16-34,White
53,Washington,P012A035,171571,Female,16-34,White
54,West Virginia,P012A035,49825,Female,16-34,White
55,Wisconsin,P012A035,150436,Female,16-34,White
56,Wyoming,P012A035,17460,Female,16-34,White
72,Puerto Rico,P012A035,93235,Female,16-34,White
01,Alabama,P012A036,96011,Female,16-34,White
02,Alaska,P012A036,15234,Female,16-34,White
04,Arizona,P012A036,139317,Female,16-34,White
05,Arkansas,P012A036,66302,Female,16-34,White
06,California,P012A036,662863,Female,16-34,White
08,Colorado,P012A036,136220,Female,16-34,White
09,Connecticut,P012A036,71464,Female,16-34,White
10,Delaware,P012A036,17141,Female,16-34,White
11,District of Columbia,P012A036,14018,Female,16-34,White
12,Florida,P012A036,380763,Female,16-34,White
13,Georgia,P012A036,180252,Female,16-34,White
15,Hawaii,P012A036,10609,Female,16-34,White
16,Idaho,P012A036,43986,Female,16-34,White
17,Illinois,P012A036,290135,Female,16-34,White
18,Indiana,P012A036,165039,Female,16-34,White
19,Iowa,P012A036,81204,Female,16-34,White
20,Kansas,P012A036,72012,Female,16-34,White
21,Kentucky,P012A036,120139,Female,16-34,White
22,Louisiana,P012A036,86950,Female,16-34,White
23,Maine,P012A036,34271,Female,16-34,White
24,Maryland,P012A036,95518,Female,16-34,White
25,Massachusetts,P012A036,150720,Female,16-34,White
26,Michigan,P012A036,216914,Female,16-34,White
27,Minnesota,P012A036,137206,Female,16-34,White
28,Mississippi,P012A036,51193,Female,16-34,White
29,Missouri,P012A036,148813,Female,16-34,White
30,Montana,P012A036,25225,Female,16-34,White
31,Nebraska,P012A036,47637,Female,16-34,White
32,Nevada,P012A036,56746,Female,16-34,White
33,New Hampshire,P012A036,32747,Female,16-34,White
34,New Jersey,P012A036,166563,Female,16-34,White
35,New Mexico,P012A036,40511,Female,16-34,White
36,New York,P012A036,382697,Female,16-34,White
37,North Carolina,P012A036,199668,Female,16-34,White
38,North Dakota,P012A036,16983,Female,16-34,White
39,Ohio,P012A036,277981,Female,16-34,White
40,Oklahoma,P012A036,81786,Female,16-34,White
41,Oregon,P012A036,102955,Female,16-34,White
42,Pennsylvania,P012A036,282442,Female,16-34,White
44,Rhode Island,P012A036,23653,Female,16-34,White
45,South Carolina,P012A036,90147,Female,16-34,White
46,South Dakota,P012A036,20461,Female,16-34,White
47,Tennessee,P012A036,151388,Female,16-34,White
48,Texas,P012A036,583721,Female,16-34,White
49,Utah,P012A036,90647,Female,16-34,White
50,Vermont,P012A036,16277,Female,16-34,White
51,Virginia,P012A036,167874,Female,16-34,White
53,Washington,P012A036,162852,Female,16-34,White
54,West Virginia,P012A036,52157,Female,16-34,White
55,Wisconsin,P012A036,142157,Female,16-34,White
56,Wyoming,P012A036,15704,Female,16-34,White
72,Puerto Rico,P012A036,95016,Female,16-34,White
01,Alabama,P012A037,104056,Female,35-54,White
02,Alaska,P012A037,14998,Female,35-54,White
04,Arizona,P012A037,142504,Female,35-54,White
05,Arkansas,P012A037,69490,Female,35-54,White
06,California,P012A037,676063,Female,35-54,White
08,Colorado,P012A037,135950,Female,35-54,White
09,Connecticut,P012A037,82214,Female,35-54,White
10,Delaware,P012A037,18087,Female,35-54,White
11,District of Columbia,P012A037,8815,Female,35-54,White
12,Florida,P012A037,419599,Female,35-54,White
13,Georgia,P012A037,198667,Female,35-54,White
15,Hawaii,P012A037,9369,Female,35-54,White
16,Idaho,P012A037,41865,Female,35-54,White
17,Illinois,P012A037,288593,Female,35-54,White
18,Indiana,P012A037,172171,Female,35-54,White
19,Iowa,P012A037,78915,Female,35-54,White
20,Kansas,P012A037,69877,Female,35-54,White
21,Kentucky,P012A037,124107,Female,35-54,White
22,Louisiana,P012A037,86295,Female,35-54,White
23,Maine,P012A037,38549,Female,35-54,White
24,Maryland,P012A037,101839,Female,35-54,White
25,Massachusetts,P012A037,163151,Female,35-54,White
26,Michigan,P012A037,231901,Female,35-54,White
27,Minnesota,P012A037,134129,Female,35-54,White
28,Mississippi,P012A037,54329,Female,35-54,White
29,Missouri,P012A037,148827,Female,35-54,White
30,Montana,P012A037,24197,Female,35-54,White
31,Nebraska,P012A037,45762,Female,35-54,White
32,Nevada,P012A037,57574,Female,35-54,White
33,New Hampshire,P012A037,38394,Female,35-54,White
34,New Jersey,P012A037,185493,Female,35-54,White
35,New Mexico,P012A037,40778,Female,35-54,White
36,New York,P012A037,387100,Female,35-54,White
37,North Carolina,P012A037,220594,Female,35-54,White
38,North Dakota,P012A037,15895,Female,35-54,White
39,Ohio,P012A037,294195,Female,35-54,White
40,Oklahoma,P012A037,81699,Female,35-54,White
41,Oregon,P012A037,99098,Female,35-54,White
42,Pennsylvania,P012A037,304953,Female,35-54,White
44,Rhode Island,P012A037,25677,Female,35-54,White
45,South Carolina,P012A037,97575,Female,35-54,White
46,South Dakota,P012A037,19213,Female,35-54,White
47,Tennessee,P012A037,162396,Female,35-54,White
48,Texas,P012A037,597289,Female,35-54,White
49,Utah,P012A037,74074,Female,35-54,White
50,Vermont,P012A037,17384,Female,35-54,White
51,Virginia,P012A037,177144,Female,35-54,White
53,Washington,P012A037,163403,Female,35-54,White
54,West Virginia,P012A037,54867,Female,35-54,White
55,Wisconsin,P012A037,143801,Female,35-54,White
56,Wyoming,P012A037,14521,Female,35-54,White
72,Puerto Rico,P012A037,93e3,Female,35-54,White
01,Alabama,P012A038,108290,Female,35-54,White
02,Alaska,P012A038,15520,Female,35-54,White
04,Arizona,P012A038,145113,Female,35-54,White
05,Arkansas,P012A038,70311,Female,35-54,White
06,California,P012A038,723798,Female,35-54,White
08,Colorado,P012A038,139241,Female,35-54,White
09,Connecticut,P012A038,103305,Female,35-54,White
10,Delaware,P012A038,20780,Female,35-54,White
11,District of Columbia,P012A038,6387,Female,35-54,White
12,Florida,P012A038,463016,Female,35-54,White
13,Georgia,P012A038,207260,Female,35-54,White
15,Hawaii,P012A038,9789,Female,35-54,White
16,Idaho,P012A038,41786,Female,35-54,White
17,Illinois,P012A038,310798,Female,35-54,White
18,Indiana,P012A038,180034,Female,35-54,White
19,Iowa,P012A038,85312,Female,35-54,White
20,Kansas,P012A038,72739,Female,35-54,White
21,Kentucky,P012A038,129551,Female,35-54,White
22,Louisiana,P012A038,91563,Female,35-54,White
23,Maine,P012A038,44558,Female,35-54,White
24,Maryland,P012A038,120065,Female,35-54,White
25,Massachusetts,P012A038,192618,Female,35-54,White
26,Michigan,P012A038,263456,Female,35-54,White
27,Minnesota,P012A038,152090,Female,35-54,White
28,Mississippi,P012A038,55657,Female,35-54,White
29,Missouri,P012A038,157800,Female,35-54,White
30,Montana,P012A038,25606,Female,35-54,White
31,Nebraska,P012A038,47130,Female,35-54,White
32,Nevada,P012A038,59612,Female,35-54,White
33,New Hampshire,P012A038,46185,Female,35-54,White
34,New Jersey,P012A038,221544,Female,35-54,White
35,New Mexico,P012A038,42356,Female,35-54,White
36,New York,P012A038,437591,Female,35-54,White
37,North Carolina,P012A038,230405,Female,35-54,White
38,North Dakota,P012A038,16773,Female,35-54,White
39,Ohio,P012A038,319811,Female,35-54,White
40,Oklahoma,P012A038,83168,Female,35-54,White
41,Oregon,P012A038,102319,Female,35-54,White
42,Pennsylvania,P012A038,351162,Female,35-54,White
44,Rhode Island,P012A038,30754,Female,35-54,White
45,South Carolina,P012A038,101910,Female,35-54,White
46,South Dakota,P012A038,20062,Female,35-54,White
47,Tennessee,P012A038,168979,Female,35-54,White
48,Texas,P012A038,586848,Female,35-54,White
49,Utah,P012A038,64402,Female,35-54,White
50,Vermont,P012A038,20505,Female,35-54,White
51,Virginia,P012A038,194384,Female,35-54,White
53,Washington,P012A038,175793,Female,35-54,White
54,West Virginia,P012A038,56675,Female,35-54,White
55,Wisconsin,P012A038,164930,Female,35-54,White
56,Wyoming,P012A038,14520,Female,35-54,White
72,Puerto Rico,P012A038,94974,Female,35-54,White
01,Alabama,P012A039,123284,Female,35-54,White
02,Alaska,P012A039,18609,Female,35-54,White
04,Arizona,P012A039,162619,Female,35-54,White
05,Arkansas,P012A039,82101,Female,35-54,White
06,California,P012A039,803149,Female,35-54,White
08,Colorado,P012A039,157531,Female,35-54,White
09,Connecticut,P012A039,120513,Female,35-54,White
10,Delaware,P012A039,24448,Female,35-54,White
11,District of Columbia,P012A039,5217,Female,35-54,White
12,Florida,P012A039,541574,Female,35-54,White
13,Georgia,P012A039,224988,Female,35-54,White
15,Hawaii,P012A039,11359,Female,35-54,White
16,Idaho,P012A039,47485,Female,35-54,White
17,Illinois,P012A039,355169,Female,35-54,White
18,Indiana,P012A039,208030,Female,35-54,White
19,Iowa,P012A039,102205,Female,35-54,White
20,Kansas,P012A039,88292,Female,35-54,White
21,Kentucky,P012A039,147176,Female,35-54,White
22,Louisiana,P012A039,106692,Female,35-54,White
23,Maine,P012A039,52941,Female,35-54,White
24,Maryland,P012A039,141060,Female,35-54,White
25,Massachusetts,P012A039,219694,Female,35-54,White
26,Michigan,P012A039,307495,Female,35-54,White
27,Minnesota,P012A039,182722,Female,35-54,White
28,Mississippi,P012A039,64542,Female,35-54,White
29,Missouri,P012A039,189874,Female,35-54,White
30,Montana,P012A039,32553,Female,35-54,White
31,Nebraska,P012A039,57716,Female,35-54,White
32,Nevada,P012A039,64388,Female,35-54,White
33,New Hampshire,P012A039,54878,Female,35-54,White
34,New Jersey,P012A039,253857,Female,35-54,White
35,New Mexico,P012A039,51129,Female,35-54,White
36,New York,P012A039,493262,Female,35-54,White
37,North Carolina,P012A039,252109,Female,35-54,White
38,North Dakota,P012A039,21148,Female,35-54,White
39,Ohio,P012A039,367746,Female,35-54,White
40,Oklahoma,P012A039,99880,Female,35-54,White
41,Oregon,P012A039,114076,Female,35-54,White
42,Pennsylvania,P012A039,407103,Female,35-54,White
44,Rhode Island,P012A039,35603,Female,35-54,White
45,South Carolina,P012A039,114594,Female,35-54,White
46,South Dakota,P012A039,25589,Female,35-54,White
47,Tennessee,P012A039,189689,Female,35-54,White
48,Texas,P012A039,637859,Female,35-54,White
49,Utah,P012A039,67881,Female,35-54,White
50,Vermont,P012A039,24692,Female,35-54,White
51,Virginia,P012A039,220232,Female,35-54,White
53,Washington,P012A039,199059,Female,35-54,White
54,West Virginia,P012A039,63789,Female,35-54,White
55,Wisconsin,P012A039,197089,Female,35-54,White
56,Wyoming,P012A039,18354,Female,35-54,White
72,Puerto Rico,P012A039,100044,Female,35-54,White
01,Alabama,P012A040,124714,Female,35-54,White
02,Alaska,P012A040,19976,Female,35-54,White
04,Arizona,P012A040,169243,Female,35-54,White
05,Arkansas,P012A040,81550,Female,35-54,White
06,California,P012A040,809107,Female,35-54,White
08,Colorado,P012A040,161853,Female,35-54,White
09,Connecticut,P012A040,121343,Female,35-54,White
10,Delaware,P012A040,25176,Female,35-54,White
11,District of Columbia,P012A040,5039,Female,35-54,White
12,Florida,P012A040,536514,Female,35-54,White
13,Georgia,P012A040,218048,Female,35-54,White
15,Hawaii,P012A040,13157,Female,35-54,White
16,Idaho,P012A040,49141,Female,35-54,White
17,Illinois,P012A040,360133,Female,35-54,White
18,Indiana,P012A040,209540,Female,35-54,White
19,Iowa,P012A040,106274,Female,35-54,White
20,Kansas,P012A040,91256,Female,35-54,White
21,Kentucky,P012A040,146798,Female,35-54,White
22,Louisiana,P012A040,109353,Female,35-54,White
23,Maine,P012A040,55094,Female,35-54,White
24,Maryland,P012A040,140805,Female,35-54,White
25,Massachusetts,P012A040,217994,Female,35-54,White
26,Michigan,P012A040,321099,Female,35-54,White
27,Minnesota,P012A040,184273,Female,35-54,White
28,Mississippi,P012A040,64991,Female,35-54,White
29,Missouri,P012A040,192061,Female,35-54,White
30,Montana,P012A040,36888,Female,35-54,White
31,Nebraska,P012A040,59309,Female,35-54,White
32,Nevada,P012A040,64724,Female,35-54,White
33,New Hampshire,P012A040,54472,Female,35-54,White
34,New Jersey,P012A040,253243,Female,35-54,White
35,New Mexico,P012A040,55754,Female,35-54,White
36,New York,P012A040,500794,Female,35-54,White
37,North Carolina,P012A040,249083,Female,35-54,White
38,North Dakota,P012A040,23428,Female,35-54,White
39,Ohio,P012A040,385836,Female,35-54,White
40,Oklahoma,P012A040,104718,Female,35-54,White
41,Oregon,P012A040,125564,Female,35-54,White
42,Pennsylvania,P012A040,427737,Female,35-54,White
44,Rhode Island,P012A040,36446,Female,35-54,White
45,South Carolina,P012A040,115166,Female,35-54,White
46,South Dakota,P012A040,26980,Female,35-54,White
47,Tennessee,P012A040,189547,Female,35-54,White
48,Texas,P012A040,631006,Female,35-54,White
49,Utah,P012A040,69008,Female,35-54,White
50,Vermont,P012A040,25903,Female,35-54,White
51,Virginia,P012A040,217271,Female,35-54,White
53,Washington,P012A040,207282,Female,35-54,White
54,West Virginia,P012A040,69004,Female,35-54,White
55,Wisconsin,P012A040,198434,Female,35-54,White
56,Wyoming,P012A040,20260,Female,35-54,White
72,Puerto Rico,P012A040,99538,Female,35-54,White
01,Alabama,P012A041,116059,Female,55-74,White
02,Alaska,P012A041,17702,Female,55-74,White
04,Arizona,P012A041,162823,Female,55-74,White
05,Arkansas,P012A041,77316,Female,55-74,White
06,California,P012A041,739863,Female,55-74,White
08,Colorado,P012A041,147294,Female,55-74,White
09,Connecticut,P012A041,105452,Female,55-74,White
10,Delaware,P012A041,23274,Female,55-74,White
11,District of Columbia,P012A041,5420,Female,55-74,White
12,Florida,P012A041,509173,Female,55-74,White
13,Georgia,P012A041,197947,Female,55-74,White
15,Hawaii,P012A041,14078,Female,55-74,White
16,Idaho,P012A041,45940,Female,55-74,White
17,Illinois,P012A041,319784,Female,55-74,White
18,Indiana,P012A041,189722,Female,55-74,White
19,Iowa,P012A041,97871,Female,55-74,White
20,Kansas,P012A041,83009,Female,55-74,White
21,Kentucky,P012A041,135066,Female,55-74,White
22,Louisiana,P012A041,99604,Female,55-74,White
23,Maine,P012A041,51238,Female,55-74,White
24,Maryland,P012A041,126112,Female,55-74,White
25,Massachusetts,P012A041,195156,Female,55-74,White
26,Michigan,P012A041,290435,Female,55-74,White
27,Minnesota,P012A041,162505,Female,55-74,White
28,Mississippi,P012A041,61547,Female,55-74,White
29,Missouri,P012A041,174010,Female,55-74,White
30,Montana,P012A041,35595,Female,55-74,White
31,Nebraska,P012A041,55204,Female,55-74,White
32,Nevada,P012A041,62082,Female,55-74,White
33,New Hampshire,P012A041,46996,Female,55-74,White
34,New Jersey,P012A041,220217,Female,55-74,White
35,New Mexico,P012A041,55094,Female,55-74,White
36,New York,P012A041,457558,Female,55-74,White
37,North Carolina,P012A041,232436,Female,55-74,White
38,North Dakota,P012A041,21126,Female,55-74,White
39,Ohio,P012A041,348543,Female,55-74,White
40,Oklahoma,P012A041,96885,Female,55-74,White
41,Oregon,P012A041,127988,Female,55-74,White
42,Pennsylvania,P012A041,389456,Female,55-74,White
44,Rhode Island,P012A041,32663,Female,55-74,White
45,South Carolina,P012A041,111699,Female,55-74,White
46,South Dakota,P012A041,24754,Female,55-74,White
47,Tennessee,P012A041,176303,Female,55-74,White
48,Texas,P012A041,561184,Female,55-74,White
49,Utah,P012A041,61723,Female,55-74,White
50,Vermont,P012A041,24164,Female,55-74,White
51,Virginia,P012A041,195736,Female,55-74,White
53,Washington,P012A041,197543,Female,55-74,White
54,West Virginia,P012A041,67608,Female,55-74,White
55,Wisconsin,P012A041,177918,Female,55-74,White
56,Wyoming,P012A041,18963,Female,55-74,White
72,Puerto Rico,P012A041,94586,Female,55-74,White
01,Alabama,P012A042,44773,Female,55-74,White
02,Alaska,P012A042,5680,Female,55-74,White
04,Arizona,P012A042,64466,Female,55-74,White
05,Arkansas,P012A042,30292,Female,55-74,White
06,California,P012A042,271558,Female,55-74,White
08,Colorado,P012A042,52576,Female,55-74,White
09,Connecticut,P012A042,37636,Female,55-74,White
10,Delaware,P012A042,8906,Female,55-74,White
11,District of Columbia,P012A042,2294,Female,55-74,White
12,Florida,P012A042,201424,Female,55-74,White
13,Georgia,P012A042,75279,Female,55-74,White
15,Hawaii,P012A042,5505,Female,55-74,White
16,Idaho,P012A042,16749,Female,55-74,White
17,Illinois,P012A042,114078,Female,55-74,White
18,Indiana,P012A042,69381,Female,55-74,White
19,Iowa,P012A042,34720,Female,55-74,White
20,Kansas,P012A042,28780,Female,55-74,White
21,Kentucky,P012A042,50231,Female,55-74,White
22,Louisiana,P012A042,36394,Female,55-74,White
23,Maine,P012A042,18756,Female,55-74,White
24,Maryland,P012A042,45154,Female,55-74,White
25,Massachusetts,P012A042,71751,Female,55-74,White
26,Michigan,P012A042,103901,Female,55-74,White
27,Minnesota,P012A042,56463,Female,55-74,White
28,Mississippi,P012A042,23441,Female,55-74,White
29,Missouri,P012A042,63731,Female,55-74,White
30,Montana,P012A042,12480,Female,55-74,White
31,Nebraska,P012A042,19545,Female,55-74,White
32,Nevada,P012A042,24250,Female,55-74,White
33,New Hampshire,P012A042,16989,Female,55-74,White
34,New Jersey,P012A042,79710,Female,55-74,White
35,New Mexico,P012A042,20756,Female,55-74,White
36,New York,P012A042,171764,Female,55-74,White
37,North Carolina,P012A042,88530,Female,55-74,White
38,North Dakota,P012A042,7076,Female,55-74,White
39,Ohio,P012A042,127716,Female,55-74,White
40,Oklahoma,P012A042,35841,Female,55-74,White
41,Oregon,P012A042,47107,Female,55-74,White
42,Pennsylvania,P012A042,140613,Female,55-74,White
44,Rhode Island,P012A042,11663,Female,55-74,White
45,South Carolina,P012A042,43568,Female,55-74,White
46,South Dakota,P012A042,8670,Female,55-74,White
47,Tennessee,P012A042,67452,Female,55-74,White
48,Texas,P012A042,202455,Female,55-74,White
49,Utah,P012A042,21778,Female,55-74,White
50,Vermont,P012A042,8568,Female,55-74,White
51,Virginia,P012A042,73141,Female,55-74,White
53,Washington,P012A042,71206,Female,55-74,White
54,West Virginia,P012A042,26250,Female,55-74,White
55,Wisconsin,P012A042,62856,Female,55-74,White
56,Wyoming,P012A042,6450,Female,55-74,White
72,Puerto Rico,P012A042,37357,Female,55-74,White
01,Alabama,P012A043,64975,Female,55-74,White
02,Alaska,P012A043,6931,Female,55-74,White
04,Arizona,P012A043,94415,Female,55-74,White
05,Arkansas,P012A043,43663,Female,55-74,White
06,California,P012A043,378281,Female,55-74,White
08,Colorado,P012A043,70168,Female,55-74,White
09,Connecticut,P012A043,54084,Female,55-74,White
10,Delaware,P012A043,13338,Female,55-74,White
11,District of Columbia,P012A043,3366,Female,55-74,White
12,Florida,P012A043,304690,Female,55-74,White
13,Georgia,P012A043,107749,Female,55-74,White
15,Hawaii,P012A043,7141,Female,55-74,White
16,Idaho,P012A043,22936,Female,55-74,White
17,Illinois,P012A043,157640,Female,55-74,White
18,Indiana,P012A043,94960,Female,55-74,White
19,Iowa,P012A043,47363,Female,55-74,White
20,Kansas,P012A043,39508,Female,55-74,White
21,Kentucky,P012A043,69630,Female,55-74,White
22,Louisiana,P012A043,51118,Female,55-74,White
23,Maine,P012A043,25501,Female,55-74,White
24,Maryland,P012A043,64449,Female,55-74,White
25,Massachusetts,P012A043,100335,Female,55-74,White
26,Michigan,P012A043,141714,Female,55-74,White
27,Minnesota,P012A043,76280,Female,55-74,White
28,Mississippi,P012A043,33976,Female,55-74,White
29,Missouri,P012A043,88852,Female,55-74,White
30,Montana,P012A043,16517,Female,55-74,White
31,Nebraska,P012A043,25633,Female,55-74,White
32,Nevada,P012A043,34945,Female,55-74,White
33,New Hampshire,P012A043,23533,Female,55-74,White
34,New Jersey,P012A043,114530,Female,55-74,White
35,New Mexico,P012A043,28837,Female,55-74,White
36,New York,P012A043,239833,Female,55-74,White
37,North Carolina,P012A043,130273,Female,55-74,White
38,North Dakota,P012A043,9630,Female,55-74,White
39,Ohio,P012A043,174086,Female,55-74,White
40,Oklahoma,P012A043,51072,Female,55-74,White
41,Oregon,P012A043,64434,Female,55-74,White
42,Pennsylvania,P012A043,197995,Female,55-74,White
44,Rhode Island,P012A043,16469,Female,55-74,White
45,South Carolina,P012A043,65280,Female,55-74,White
46,South Dakota,P012A043,11249,Female,55-74,White
47,Tennessee,P012A043,96248,Female,55-74,White
48,Texas,P012A043,280426,Female,55-74,White
49,Utah,P012A043,29039,Female,55-74,White
50,Vermont,P012A043,11550,Female,55-74,White
51,Virginia,P012A043,103490,Female,55-74,White
53,Washington,P012A043,98834,Female,55-74,White
54,West Virginia,P012A043,34732,Female,55-74,White
55,Wisconsin,P012A043,84255,Female,55-74,White
56,Wyoming,P012A043,8480,Female,55-74,White
72,Puerto Rico,P012A043,56366,Female,55-74,White
01,Alabama,P012A044,37111,Female,55-74,White
02,Alaska,P012A044,3515,Female,55-74,White
04,Arizona,P012A044,54954,Female,55-74,White
05,Arkansas,P012A044,26036,Female,55-74,White
06,California,P012A044,209243,Female,55-74,White
08,Colorado,P012A044,37147,Female,55-74,White
09,Connecticut,P012A044,29298,Female,55-74,White
10,Delaware,P012A044,7546,Female,55-74,White
11,District of Columbia,P012A044,1831,Female,55-74,White
12,Florida,P012A044,181509,Female,55-74,White
13,Georgia,P012A044,58919,Female,55-74,White
15,Hawaii,P012A044,3891,Female,55-74,White
16,Idaho,P012A044,13233,Female,55-74,White
17,Illinois,P012A044,85584,Female,55-74,White
18,Indiana,P012A044,52235,Female,55-74,White
19,Iowa,P012A044,26196,Female,55-74,White
20,Kansas,P012A044,22056,Female,55-74,White
21,Kentucky,P012A044,38246,Female,55-74,White
22,Louisiana,P012A044,28928,Female,55-74,White
23,Maine,P012A044,14128,Female,55-74,White
24,Maryland,P012A044,35236,Female,55-74,White
25,Massachusetts,P012A044,54075,Female,55-74,White
26,Michigan,P012A044,78290,Female,55-74,White
27,Minnesota,P012A044,41587,Female,55-74,White
28,Mississippi,P012A044,19387,Female,55-74,White
29,Missouri,P012A044,50538,Female,55-74,White
30,Montana,P012A044,9259,Female,55-74,White
31,Nebraska,P012A044,14198,Female,55-74,White
32,Nevada,P012A044,19918,Female,55-74,White
33,New Hampshire,P012A044,12155,Female,55-74,White
34,New Jersey,P012A044,61228,Female,55-74,White
35,New Mexico,P012A044,16124,Female,55-74,White
36,New York,P012A044,130054,Female,55-74,White
37,North Carolina,P012A044,72559,Female,55-74,White
38,North Dakota,P012A044,5390,Female,55-74,White
39,Ohio,P012A044,91940,Female,55-74,White
40,Oklahoma,P012A044,30147,Female,55-74,White
41,Oregon,P012A044,35294,Female,55-74,White
42,Pennsylvania,P012A044,107878,Female,55-74,White
44,Rhode Island,P012A044,8868,Female,55-74,White
45,South Carolina,P012A044,36574,Female,55-74,White
46,South Dakota,P012A044,6557,Female,55-74,White
47,Tennessee,P012A044,54120,Female,55-74,White
48,Texas,P012A044,158355,Female,55-74,White
49,Utah,P012A044,16879,Female,55-74,White
50,Vermont,P012A044,6376,Female,55-74,White
51,Virginia,P012A044,56382,Female,55-74,White
53,Washington,P012A044,54002,Female,55-74,White
54,West Virginia,P012A044,18871,Female,55-74,White
55,Wisconsin,P012A044,46124,Female,55-74,White
56,Wyoming,P012A044,4783,Female,55-74,White
72,Puerto Rico,P012A044,32806,Female,55-74,White
01,Alabama,P012A045,50943,Female,55-74,White
02,Alaska,P012A045,4300,Female,55-74,White
04,Arizona,P012A045,76653,Female,55-74,White
05,Arkansas,P012A045,35808,Female,55-74,White
06,California,P012A045,275608,Female,55-74,White
08,Colorado,P012A045,48240,Female,55-74,White
09,Connecticut,P012A045,39533,Female,55-74,White
10,Delaware,P012A045,10652,Female,55-74,White
11,District of Columbia,P012A045,2267,Female,55-74,White
12,Florida,P012A045,260749,Female,55-74,White
13,Georgia,P012A045,78577,Female,55-74,White
15,Hawaii,P012A045,4625,Female,55-74,White
16,Idaho,P012A045,17660,Female,55-74,White
17,Illinois,P012A045,120283,Female,55-74,White
18,Indiana,P012A045,72378,Female,55-74,White
19,Iowa,P012A045,36566,Female,55-74,White
20,Kansas,P012A045,29596,Female,55-74,White
21,Kentucky,P012A045,53024,Female,55-74,White
22,Louisiana,P012A045,39502,Female,55-74,White
23,Maine,P012A045,18795,Female,55-74,White
24,Maryland,P012A045,47033,Female,55-74,White
25,Massachusetts,P012A045,71843,Female,55-74,White
26,Michigan,P012A045,109397,Female,55-74,White
27,Minnesota,P012A045,57442,Female,55-74,White
